Date,Mkt-RF,SMB,HML,RF,Mom,Food,Beer,Smoke,Games,Books,Hshld,Clths,Hlth,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal,Oil,Util,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin,Other
193403,0.46,2.64,-3.63,0.02,-1.14,2.18,3.1,-0.64,4.46,4.99,-5.59,0.94,-0.75,-0.89,-3.8,-1.72,-1.2,-0.33,6.49,-0.38,0.5,4.48,-8.43,-1.13,-1.8,1.27,2.17,-4.13,-1.42,0.08,1.99,3.3,7.13,0.29,-1.07
193404,-1.8,3.35,-4.99,0.01,-5.14,3.27,-1.12,4.17,-3.19,9.31,-0.2,-4.62,8.33,-3.18,-2.06,-1.08,-4.71,-4.19,-4.4,-6.51,-2.12,-3.08,-5.04,-2.02,-3.84,-1.25,0.9,3.13,3.04,-1.42,2.09,-0.41,-6.32,-0.63,-1.51
193405,-7.11,0.18,-7.12,0.01,-3.38,-3.76,-17.44,1.36,-1.74,-8.07,-5.74,-5.42,-0.31,-7.04,-13.03,-10.56,-12.42,-13.12,-8.13,-13.11,-12.58,0.2,4.58,-4.52,-7.84,-4.3,-1.57,-2.94,-7.63,-8.91,-9.18,-7.13,-13.65,-8.18,-7.75
193406,2.51,-2.38,-2.2,0.01,-0.25,3.83,-3.01,5.15,-13.9,1.33,5.22,1.8,2.07,4.48,-1.6,5.05,6.33,2.49,1.41,-2.85,-3.34,3.86,1.18,1.17,4.4,1.32,0.82,5.23,4.27,3.29,-2.89,2.29,-3,5.21,6.54
193407,-10.83,-6.41,-12.04,0.01,8.84,-5.4,-24.98,-0.95,-24.73,-18.13,-7.65,-14.06,-1.85,-5.12,-22.52,-16.48,-16.04,-18.12,-14.24,-14.3,-17.21,-11.16,-21.28,-9.42,-17.45,-4.33,-2.23,-6.97,-3.28,-19.35,-15.34,-7.08,-16.92,-14.46,-5.9
193408,5.95,4.59,1.86,0.01,2.94,4.63,14.09,3.69,21.92,3.71,5.95,1.52,-3.03,6.21,7.33,10.65,8.82,10.55,7.19,11.19,2.66,10.04,22.91,6.09,1.91,2.55,-38.51,5.25,5.01,3.12,9.13,6.32,8.27,5.64,7.16
193409,-0.31,-1.54,-0.33,0.01,-0.23,-1.57,-1.56,2.58,9.04,-1.8,-2.09,3.65,0.64,0.67,4.13,-2.48,-4.39,2.63,-0.83,0.59,-1.53,-3.29,5.88,-2.22,1.67,1.9,3.7,0.73,1.49,0.32,0.39,1.14,-2.73,-2.23,0.34
193410,-1.98,1.3,-4.63,0.01,6.66,-1.02,3.02,2.9,-4.33,0.1,5.97,-0.25,-0.94,0.29,-8.01,3.01,-5.9,1.87,-4.73,-2.52,2.45,-5.9,-11.07,-5.02,-7.79,-1.58,63.37,6.02,1.51,-3.31,7.98,1.23,-3.11,2.23,3.09
193411,8.41,7.56,-4.26,0.01,4.82,7.18,19.96,9.08,13.47,15.1,10.11,9.4,3.83,8.77,18.4,14.95,13.18,21.69,15.59,17.66,20.74,0.16,15.05,7.07,-0.22,-1.73,2.33,9.86,8.06,5.76,11.48,10.42,10.84,9.32,16.2
193412,0.38,2.94,-3.29,0.01,4.97,0.07,1.96,-2.99,-0.82,0.63,1.18,5.31,0.63,-0.25,-0.48,1.1,4.19,8.3,5.41,3.53,1.22,1.91,0.4,0.69,-8.72,-0.59,-36.91,0.66,4.45,-0.35,2.85,-1.29,4.47,1.76,-1.02
193501,-3.29,1.08,-2.22,0.01,3.4,-0.45,-7.87,-2.1,-7.52,-3.01,1.12,-1.81,-0.92,-1.35,-4.86,-2.89,-5.87,-0.84,2.64,-9.16,-2.61,-5.56,-1.62,-4.29,-3.06,-0.45,-11.48,-1.46,1.28,-7.64,-10.52,-4.29,-4.94,-4.81,-5.5
193502,-1.92,0.54,-7.17,0.02,13.52,2.96,1.65,0.84,-4.16,-1.6,3.69,0.38,4.4,0.04,-9.42,-3.75,-6.67,0.61,-2.28,-3.42,-8.42,-1.62,1.97,-3.58,-12.04,1.04,7.46,4.95,5.8,-6.82,-2.3,-1.27,-2.97,-0.99,-2.42
193503,-3.72,-3.76,-4.82,0.01,2.22,-3.93,-0.91,-5.86,-4.56,-3.06,-5.16,-7.01,-3.24,-3.05,-12.46,-6.64,-4.23,-6.85,-6.19,-6.31,-8.55,2.7,-4.43,-3.71,12.23,-0.7,-2.06,-0.42,-2.32,-9.12,-8.34,-4.98,-2.45,-2.28,-5.45
193504,8.91,-2.1,5.09,0.01,-4.83,3.91,-3.94,9,10.08,8.74,5.98,3.26,3.57,8.72,13.51,10.6,14.25,9.06,9.09,5.35,-0.69,9.47,4.12,15.62,10.92,9.14,1.62,12.08,3.94,9.79,3.4,6.38,-5.05,6.28,8.05
193505,3.47,-3.92,1.89,0.01,-3.92,0.22,-1.68,2.24,13.14,3.74,-0.67,5.74,-4.31,3.02,3.63,3.77,-0.35,2.91,3.72,2.78,2.16,3.23,2.71,3.79,13.67,8.38,7.69,1.16,2.59,2.56,-1.38,3.43,1.26,5.1,4.03
193506,5.53,-2.7,0,0.01,2.87,6.68,10.85,4.36,9.02,3.97,2.28,3.67,4.06,6.15,5.31,7.64,2.95,11.86,9.11,9.94,7.86,0.92,-1.11,1.49,9.1,5.36,0.88,6.91,10.5,7.6,0.98,3.93,4.18,7.18,4.83
193507,7.35,2.89,5.1,0.01,-4.34,-0.24,2.4,7.57,2.83,2.57,7.42,1.73,3.9,5.01,13.33,12.01,18.52,15.47,14.09,18.7,15.5,2.8,8.85,0.03,9.41,5.74,1.86,1.63,5.78,8.85,0.85,6.61,3.26,8.45,4.17
193508,2.6,7.5,5.11,0.01,-8.35,-3.33,9.77,-0.06,13.45,-4.18,0.34,3.81,0.12,5.02,0.47,1.1,6.22,2.32,4.65,8.79,-2.65,4.69,-4.03,-1.94,7.2,4.06,14.99,0.42,-2.96,1.01,13.48,3.53,5.74,5.39,0.32
193509,2.58,0.57,-4.83,0.01,8.66,0.89,8.02,1.58,9.24,1.49,-0.03,1.53,1.33,6.94,19.97,1.94,4.11,5.88,8.32,10.85,-6.12,1.34,-0.03,-3.39,-1.65,4.29,1.01,6.32,2.58,1,2.96,-0.27,2.84,-1.64,4.29
193510,7.12,2.3,-0.43,0.01,2.28,6.17,16.36,1.57,3.89,12.03,1.58,0.23,6.11,4,5.5,13.54,5.77,8.26,8.01,13.7,7.64,0.42,1.06,13.87,14.6,3.09,73.32,10.29,4.36,-0.84,5.2,4.36,5.69,7.67,7.07
193511,5.17,5.66,10.53,0.02,-5.14,1.91,-2.37,-0.5,14.74,10.63,-2.58,6.17,1.69,2.27,1.36,5.46,7.17,5.23,8.52,3.68,12.8,9.37,2.87,2.6,0.82,9.71,9.51,0.16,0.9,14.58,12.03,2.44,17.14,12.91,8.99
193512,4.6,0.96,0.27,0.01,3.56,3.86,-1.35,-0.36,1.11,0,3.72,5.92,2.53,1.16,3.92,9.27,4.53,3.93,4.43,6.23,11.64,7.38,15.32,14.29,5.61,-0.16,0.25,1,-4.19,3.09,-0.19,-0.9,1.56,5.41,1.66
193601,6.6,6.43,10.09,0.01,-3.82,3.21,-6.39,3.33,12.63,4.03,2.94,2.95,3.66,5.44,12.36,6.65,6.65,7.87,7.43,4.12,9.09,10.79,-8.6,14.04,12.64,4.17,1.36,4.15,-5.67,15.47,8.1,-4.38,18.96,6.14,-0.47
193602,2.56,0.77,3.97,0.01,2.37,2.38,9.21,-3.25,3.08,-3.41,0.72,1.49,3.19,3.4,3.29,5.3,10.51,6.71,-0.91,3.93,7.78,3.74,3.46,1.17,-6.41,6.56,0.75,3.17,-0.36,4.65,-2.95,0.43,6.23,-0.45,-4.05
193603,0.92,1.1,-2.23,0.02,1.42,-1.23,-0.84,-4.09,-5.41,5.86,1.74,-0.67,3.78,3.01,-0.34,0.08,1.91,7.6,-0.54,10.35,-1.09,-4.93,-1.86,1.85,0.7,-3.36,-6.86,1.25,0.9,-2.9,-1.02,2.07,4.04,-2.27,1.47
193604,-8.07,-6.73,-2.3,0.02,-7.75,-4.61,-10.45,-2.5,-11.66,-10.22,-8.93,-7.81,-9.08,-6.7,-11.13,-11.41,-10.77,-10.78,-9.39,-9.84,-12.19,-6.29,21.51,-10.29,-8.35,-5.65,-0.35,-7.18,-1.86,-7.46,-11.8,-3.96,-11.53,-7.1,-7.11
193605,5.01,0.81,2.69,0.02,2.76,6.12,-1.24,4.7,-1.6,-0.07,-0.81,2.68,4.87,6.71,1.58,4.86,6.61,8.09,6.78,4.12,12.42,3.6,1.48,-0.58,9.6,6.45,5.76,2.14,2.99,6.7,8.65,3.47,5.94,13.45,1
193606,2.57,-3.03,-0.97,0.03,0.59,2.89,-4.3,2.73,3.86,-3.23,4.54,-1.42,1.36,3.3,-0.65,-0.21,-1.1,1.55,0.88,6.85,-1.29,-1.95,-0.33,1.81,3.69,2.42,-3.23,2.72,0.5,2.1,2.96,6.96,1.61,3.65,-4.42
193607,6.44,1.12,1.42,0.01,3.33,2.6,6.78,3.07,12.76,4.08,2,1.81,4.92,8.99,8.53,9.36,10.55,1.33,14.51,5.02,10.55,6.63,8.21,4.58,11.8,2.44,-26.3,6.72,-1.32,12.41,9.62,4.33,9.85,6.92,-0.61
193608,1.06,-0.09,3.86,0.02,0.58,0.98,9.12,-0.03,7.69,6.38,0.52,-0.39,-1.47,-1.29,-1.99,1.73,6.27,1,4.28,-0.44,3.86,1.94,4.9,-0.75,-1.08,1.76,3,-1.78,-2.83,2.02,2.91,2.35,2.32,0.26,1.14
193609,1.43,3.12,-0.32,0.01,0.89,-1.4,1.68,-0.8,4.51,0.49,2.17,1.13,0.73,1.83,5.02,-0.58,1.25,4.06,-2.43,3.25,6.49,-2.43,4.6,1.37,-2.2,0.35,14.97,1.7,2.01,0.82,4.69,6.12,8.65,2.4,2.58
193610,6.88,-2.16,1.62,0.02,1.53,4.33,2.61,1.13,8.21,4.84,9.26,6.12,3.75,5.64,8.22,6.5,12.44,8.05,6.56,5.27,-0.68,21.98,-0.39,12.33,5.76,5.08,1.83,3.54,3.74,6.69,6.41,9.47,4.81,5.37,2.53
193611,3.34,8.31,-1,0.01,2.1,4.62,8.04,3.21,12.51,1.07,2.88,6.33,3.36,5.1,7.17,8.46,4.62,5.77,5.58,-0.93,7.31,3.83,3.81,1.61,-3.15,3.87,6.03,5.17,3.41,-3.76,15.06,11,9.91,6.18,7.18
193612,0.21,3.6,5.11,0,1.85,-0.46,-5.66,-2.77,4.1,-0.8,3.66,1.96,-2.02,-2.3,2.16,1.46,4.41,5.09,3.28,-7.34,6.63,2.14,-0.39,9.31,-1.73,-0.39,1.36,0.81,-0.54,-2.04,-1.76,-8.67,-4.87,-2.65,4.99
193701,3.24,4.13,3.4,0.01,-1.54,2.3,1.47,2.7,4.79,0.63,8.65,4.12,3.31,1.83,7.81,8.82,6.25,4.36,12.26,7.33,4.78,-0.49,2.52,2.37,2.24,-0.85,0.8,-0.87,-0.7,1.14,5.21,0.54,0.69,0.42,4.72
193702,1.28,0.36,5.3,0.02,2.92,2.25,6.77,-1.85,0.72,-1.89,-1.23,3.05,-3.9,-0.71,-0.7,-2.87,10.8,-0.25,-2.33,-0.14,0.35,9.91,0.35,1.33,-4.23,-3.05,10.9,1.45,-1.98,5.9,-4.67,2.45,4.81,-0.75,5.38
193703,-0.38,-2.28,7.39,0.01,2.37,2.24,4.15,-6.81,1.17,-7.81,-1.48,1.32,-5.02,-1.92,-3.79,-0.82,5.81,-0.62,-4.88,-3.01,-4.41,6.24,6.63,3.3,-6.33,-2.09,-3.36,-3.32,3.35,5.09,2.73,-3.65,-4.39,-3.72,-2.53
193704,-7.48,-3.23,-4.73,0.03,-3.5,-7.32,-8.94,-4.06,-4.66,-9.76,-2.1,-1.75,-3.34,-4.82,-8.62,-9.75,-15.19,-3.56,-7.67,-8.07,-10.86,-14.72,-10.2,-5.36,-7.31,-5.23,-10.05,-7.31,-7.18,-4.74,-10.63,-5.95,-12.49,-6.5,-7.86
193705,-0.9,-0.72,-3.29,0.06,0.7,-0.23,-0.17,-0.02,-1.03,-10.52,-2.69,-1.48,1.7,2.36,-1.98,1.34,0.76,1.09,-0.98,-2.16,-1.3,-1.37,-1.99,-0.04,-5.27,1.52,0.3,5.36,0.79,-3.85,-0.97,-6.74,2.3,-3.34,0.71
193706,-4.2,-3.12,-3.44,0.03,1.25,-3.07,-6.97,-1.72,-8.02,-11.97,-4.29,-8.09,-4.04,-3.13,-7.88,-7.94,-2.21,-3.44,-0.55,-10.68,-6.57,-5.01,-9.82,-2.61,-5.27,1.4,0.32,-3.59,-4.98,-11.5,0.25,-1.69,-7.48,-4.93,-2.73
193707,8.87,1.1,0.06,0.03,-0.06,3.4,7.94,7.17,14.17,4.5,8.47,5.43,4.13,5.29,12.56,12.38,12.86,9.95,9.59,12.96,6.59,9.67,-6.05,8.61,19.31,3.27,0.41,9.33,10.21,4.35,9.11,10.12,5.95,16.43,3.35
193708,-4.88,0.55,-1.93,0.02,-1.41,-2.41,-2.45,-2.15,-2.13,-4.28,-5.05,-4,1.12,-2.83,-4.03,-4.82,-5.8,-3.77,-6.42,-2.37,-6.6,-3.75,-0.32,-6.62,-10.26,-2.54,1.89,-0.29,-2.79,-7,-3.98,-5.15,-4.51,-15.28,0.05
193709,-13.57,-6.78,-4.59,0.04,-7.07,-10.93,-11.13,-3.78,-15.62,-21.31,-11.26,-18.47,-10.77,-9.55,-23.4,-19.76,-24.78,-16.25,-15.83,-12.61,-24.24,-18.11,-6.19,-13.07,-11.7,-2.08,-6.72,-9.23,-11.14,-16.03,-20.14,-12.7,-14.6,-14.54,-17.76
193710,-9.48,0.63,-1.36,0.02,-1.27,-7.42,-9.82,-4.39,-10.52,-14.53,-7.75,-11.16,-3.58,-11.99,-13.26,-13.89,-17.24,-16.82,-7.01,-13.21,-11.56,-0.08,-5.66,-6.85,-4.94,-5.36,-5.38,-7.75,-6.23,-14.2,-7.52,-6.02,-5.78,-8.51,-8.63
193711,-8.4,-3.22,0.24,0.02,0.16,-5.43,-3.33,-4.7,-19.37,-13.49,-8.94,-16.1,-5.14,-9.6,-17.01,-5.05,-8.42,-12.9,-2.15,-15.61,-6,-2.36,-4.19,-11.56,2.92,-3.59,-1.95,-9.83,-11.99,-7.09,-10.65,-14.91,-6.44,-7.59,-8.19
193712,-4.04,-7.93,-1.07,0,4.29,-2.3,-7.16,-0.71,-11.74,-10.92,-4.33,-6.6,-2.07,1,-10.73,-8.82,-1.5,-4.39,-3.29,-16.23,8.93,-1.14,-2.58,-1.32,-10.56,-1.53,-1.18,0.77,-13.93,-8.2,-16.12,-6.11,-9.3,-7.02,-13.64
193801,0.79,5.4,-1.94,0,-0.73,3.96,-1.28,0.3,5.34,10.51,5.16,7.12,3.52,-1.87,3.49,-6.51,-1.07,-2.55,-3.56,11.98,-4.81,6.31,0.2,0.64,-5.65,-2.44,0.51,0.03,8.25,-2.02,6.41,7.1,0.56,-0.22,0.61
193802,5.76,0.58,-2,0,-3.03,4.4,9.4,1.73,2.89,0.81,2.23,10.86,8.69,7.59,8.19,12,7.56,10.95,4.31,3.73,9.56,-1.07,0.44,9.27,3.6,-2.33,0.38,3.92,9.95,7.12,7.38,8.46,8.62,6.64,5.88
193803,-23.7,-3.54,-4.39,-0.01,15.83,-16.46,-24.58,-12.16,-31.17,-27.78,-19.41,-25.39,-14.37,-22.55,-30.81,-26.66,-30.3,-25.89,-30.84,-27.33,-29.16,-24.24,-7.5,-25.35,-19.46,-17.43,-4.59,-20,-18.88,-34.52,-24.22,-20.46,-23.63,-25.24,-24.38
193804,14.55,6.39,-0.42,0.01,-9.06,13.58,12.12,10.21,22.92,22.28,16.53,10.13,11.73,7.21,21.95,22.62,16.13,14.81,17.18,14.71,26.05,15.68,-19.52,16.44,14.64,13.47,2.41,15.87,12.58,11.78,13.45,15.55,15.92,16.66,14.96
193805,-3.91,-2.57,-0.64,0,6.71,-0.36,-3.13,1.7,-7.34,-3.82,-3.14,-2.74,1.71,-3.82,-7.31,-9.82,-10.64,-9.13,-3.48,-6.82,-6.91,-3.32,-2.21,-5.74,2.36,0.83,35.7,-1.96,-2.06,-4.77,-3.39,-4,-2.28,-5.13,-9.04
193806,23.59,3.49,2.04,0,-24.25,12.83,17.53,11.34,30.34,33.22,12.87,23.77,9.97,30.29,36.11,40.24,41.24,34.31,31.04,35.9,25.72,21.72,6.71,21.86,16.83,12.41,4.31,19.45,21.48,26.93,27.44,22.41,16.68,26.76,32.18
193807,7.2,6.71,0.78,-0.01,-6.35,4.75,12.09,7.81,4.47,10.56,9.55,17.23,5.73,6.12,16.31,8.65,6.5,5.06,4.75,20.34,9.1,8.54,0.02,7.38,0.74,1.28,21.37,8.01,3.98,11.55,8.6,9.28,13.31,8.82,11.12
193808,-2.72,-2.46,-4.26,0,3.59,-4.92,-4.86,-2.03,2.86,-7.61,-1.78,-1.06,0.37,0.32,-4.36,1.47,-3.29,-5.38,-0.43,5.9,-6.1,-1.51,-1.58,-8.88,-5.52,0.29,-3.64,-2.64,-4.23,-5.32,-5.45,-2.83,-3.24,-3.86,-0.29
193809,0.84,-2.53,-1.26,0.02,2.35,0.06,-0.96,1.32,-1.03,-2.35,1.92,-4.39,-0.03,2.75,-0.69,1.07,2.16,0.91,2.23,0.69,-1.91,-1.53,-4.16,0.9,1.23,0.85,-4.82,0.45,0.36,-1.64,0.06,-0.6,-1.38,-0.02,2.38
193810,7.77,6.61,4.01,0.01,-7.7,5.19,16.25,3.71,13.85,9.13,7.68,5.78,5.52,6.78,12.62,10.51,14.06,8.08,12.18,7.04,23.93,5.03,8.51,-1.49,21.09,3.56,3.78,4.96,8.74,14.28,8.84,7.7,6.81,9.25,3.58
193811,-1.76,-2.4,-0.76,-0.06,4.42,-3.13,2.51,-1.19,-1.87,-6.4,-4.24,-3.15,1.46,-0.33,-5.63,-4.72,-0.86,-4.4,-5.93,-1.53,3.77,-1.92,-3.13,0.11,-7,0.66,-6.2,-0.81,-5.17,-1.92,-22.52,-0.78,1.56,-1.34,4.21
193812,4.03,-1.83,0.81,0,2.02,3.36,-4.21,2.98,-0.08,-1.09,0.93,0.5,0.86,5.63,4.24,5.84,4.63,3.63,2.95,2.08,14.15,1.8,0.85,4.34,3.98,2.57,-5.09,3.52,5.21,12.01,8.68,0.12,-0.9,0.66,11.09
193901,-5.95,-1.44,-3.52,-0.01,-3.08,-1.82,-8.67,-1.64,-12.49,-6.18,-0.01,0.93,-0.93,-6.62,-7.4,-10.96,-12.79,-8.37,-7.92,-8.37,-11.33,-5.55,-10.25,-6.17,1.29,1.81,-7.61,-6.47,-7.9,-11.05,-9.53,-2.6,-6.77,-6.17,-10.79
193902,3.49,0.31,3.23,0.01,3.32,3.75,8.7,-0.25,3.65,0.97,2.13,5.13,3.73,1.05,4.01,3.27,4.53,5.2,3.85,7.38,4.15,-1.71,5.24,-1.22,8.75,3.53,4.09,0.33,1.05,7.99,1.06,5.55,5.63,4.15,1.22
193903,-11.91,-5.41,-8.31,-0.01,-1.48,-5.51,-14.22,-4.14,-21.28,-20.19,-5.39,-11.55,-4.36,-8.09,-19.24,-21.05,-20.97,-16.78,-17.88,-17.69,-24.36,-11.8,-18.22,-8.14,-13.53,-2.2,-15.55,-8.13,-12.13,-17.71,-11.13,-8.92,-14.38,-11.77,-18.72
193904,-0.23,1.97,0.29,0,3.01,1.65,-1.93,-0.68,1.7,4.8,0.83,-1.93,0.97,-1.74,-2.48,-1.07,-3,-0.93,-0.55,0.57,3.15,0.27,-0.94,-1.05,2.91,2.75,2.6,-7.32,-0.09,-2.32,0.45,-0.29,1.21,-3.48,-1.4
193905,6.86,3.87,-0.08,0.01,3.92,6.28,6.22,4.03,14.11,8.97,4.57,7.48,5.48,6.27,12.09,11.39,7.56,9.11,7.18,8.11,9,2.54,6.39,2.49,6.46,5.56,2.75,10.8,5.14,9.52,6.4,11,3.85,8.98,10.24
193906,-5.36,-1.69,-5.54,0.01,1.93,-3.1,-4.56,-0.16,-11.27,-7.91,-0.31,-0.47,1.19,-2.7,-6.04,-9.07,-9.76,-8.6,-8.99,-6.47,-10.49,-6.1,-10.5,-6.67,-3.53,-3.79,-9.37,-5.81,-3.94,-9.53,1.46,-2.64,-5.69,-5.01,-9.95
193907,10.18,4.62,0.54,0,0.1,7.01,3.99,3.78,16.82,9.69,7.96,13.02,3.05,10.38,20.67,13.43,18.73,11.01,16.27,17.05,13.01,11.37,10.33,2.96,12.64,6.5,-28.37,9.53,8.94,13.33,7.59,9.08,1.72,11.15,18.7
193908,-6.6,-4.55,-2.91,-0.01,5.13,-7.52,-9.09,-6.54,-15.55,-14.1,-5.14,-12.88,-5.38,-2.52,-11.14,-11.71,-8.53,-10.4,-8.36,-6.9,-11.6,-6.93,-2.42,-3.85,-6.06,-4.18,-17.45,-7.19,-3.68,-11.1,-9.89,-6.48,-11.68,-9.39,-7.86
193909,15.95,18.94,22.94,0.01,-31.03,6.48,2.66,-2.97,-13.91,24.48,8.29,27.05,7.03,17.27,23.18,11.51,43.8,34.66,18.52,24.39,49.6,13.99,77.54,25.05,3.6,2.35,4.09,-1.2,25,41.12,4.49,-0.03,2.02,12.11,1.39
193910,-0.38,0.18,-4.54,0,6.56,2.58,5.1,5.86,15.65,-2.07,1.87,-0.33,0.19,-3.1,2.09,2.73,-4.79,-5.29,-3.02,-1.87,2.18,2.25,-4.13,-3.84,2.16,3.06,6.02,4.45,-3.07,-4.48,2.17,6.23,4.39,0,3.59
193911,-3.68,-4.45,-6.48,0,-0.03,-1.03,-3.3,1.68,-8.52,-12.32,0.54,-4.4,1.22,-2.77,-7.41,-4.95,-9.45,-7.47,-3.17,-3.19,-10.54,-3.68,-24.15,-5.95,-1.43,0.98,-14.71,-1.11,-3.85,-6.92,-2.25,-2.61,-2.63,-0.37,-2.66
193912,3.03,0.71,-3.89,0,5.14,3.03,-0.6,4.92,3.6,3.8,1.53,5.41,3.8,4.56,2.93,1.89,2.24,5.62,4.7,3.97,6.1,-0.46,1.31,-0.08,2.96,2.87,-5.65,1.44,5.71,3.14,-8.47,4.29,-1.29,2.65,1.2
194001,-2.4,0.2,-0.73,0,1.81,1.43,1.73,2.31,1.37,1.96,2.81,2.39,-1.82,-2.71,0.6,-1.39,-9.39,-6.14,-4.98,-4.34,-6.85,-1.82,2.22,-2.18,-0.02,-0.11,7.03,-2.52,-0.43,-4.59,-2.32,-1,1.58,0.71,3.42
194002,1.37,2.31,-0.44,0,1.62,0.37,3.05,1.8,-0.37,1.19,1.03,3.9,1.5,2.67,-0.47,-2.33,5.4,0.82,-0.07,2.21,2.39,-0.04,-2.08,0.96,-1.24,1.04,16.33,-2.02,3.05,1.49,4,1.1,3.24,0.2,2.33
194003,1.89,1.66,-1.18,0,-0.17,2.24,4.14,0.61,1.13,2.34,-0.86,3.06,1.89,2.42,2.1,1.22,0.64,3.31,4.39,3.44,2.15,1.68,-3.27,1.72,1.7,1.16,5.72,0.01,-0.58,3.22,5.27,3.54,6.24,2.54,2.4
194004,0.12,3.57,-0.28,0,3.36,1.88,-1.03,2.07,-7.61,0.8,2.77,-3.34,-0.31,0.7,-2.37,-1.07,0.77,0.08,-2.19,-0.74,-0.25,-1.03,-4.56,0.17,-1.36,0.33,-2.89,0.63,6.93,-0.11,-2.08,0.4,0.63,-1.02,-1.06
194005,-22.01,-6.27,-3.94,-0.02,3.03,-21.91,-27.75,-17.49,-32.08,-30.45,-21.82,-22.79,-21.25,-19.37,-29.98,-29.2,-22.46,-23.73,-21.3,-26.08,-20.01,-21.08,-12.18,-24.42,-19.86,-14.13,-34.73,-19.34,-25.76,-23.59,-30.68,-23.39,-23.54,-26.17,-31.8
194006,6.67,-2.37,4.85,0,-2.37,4.48,4.37,5.92,6.75,6.04,11.06,10.58,4.94,3.84,6.73,6.2,4.09,6.26,5.66,8.43,-2.83,1.37,-5.64,5.6,17.42,8.72,2.05,-3.34,6.58,12.32,12.17,8.13,4.64,6.52,8.56
194007,3.21,0.87,-0.57,0.01,0.59,0.52,9.94,-1.58,1.43,6.77,2.34,-0.49,-0.53,2.91,7.11,9.78,4.23,5.46,6.11,5.83,4.76,0.7,4.81,3.17,0.11,1.97,4.64,2.04,3.03,4.15,0.79,4.8,1.91,4.76,7.41
194008,2.41,0.19,0.47,-0.01,-1.87,1.13,1.86,1.18,2.79,-0.96,-2.83,1.37,-2.29,2.71,4.95,4.36,2.79,1.37,2.56,7.25,4.46,2.36,1.24,1.36,-1.02,-0.36,5.25,5.24,1.81,3.68,-1.04,2.5,0.12,2.34,4.73
194009,2.3,3.39,-1.71,0,-0.3,2.28,4.11,2.49,3.75,1.03,4.78,2.98,4.65,3.24,5.18,3.85,5.58,7.12,3.83,2.93,3,5.76,8.87,-2.36,-2.16,1.66,6,5.01,1.45,2.56,12.46,2.92,4.26,-0.49,6.66
194010,2.97,-0.15,5.4,0,-6.01,-0.91,-1.3,-3.32,9.87,4.28,-7.64,1.22,-3.05,-0.5,3.9,2.62,12.67,8.54,1.92,4.25,5.43,3.72,0.46,6.36,3.93,1.61,-0.87,3.74,-0.83,4.86,0.1,0.37,1.49,6.25,0.52
194011,-1.64,2.07,0.48,0,1.59,-0.55,7.81,-2.39,7.76,-1.87,0.13,0,-1.83,-5.07,-1.03,-2.63,1.8,0.59,-4.27,-0.5,2.44,5.7,-4.21,0.9,-13.06,0.61,4.32,1.22,-3.83,-2.88,-6.41,-1.84,6.48,0.44,-0.51
194012,0.68,-2.39,-1.3,0,3.34,0.83,-0.33,0.61,8.82,-2.08,1.97,0.99,-0.22,1.89,-1.22,-2.02,1.6,0.73,0.12,-3.19,0.48,0.1,14.92,2.19,1.75,2.05,-1.71,-0.56,-0.31,1.08,-8.45,0.67,-3.02,-3.23,-3.17
194101,-4.04,0.85,3.22,-0.01,-4.48,-1.6,-2.78,1.18,-1.92,2.5,-0.36,-0.41,-2.21,-6.77,-3.09,-5.38,-9.87,-5.87,-2.71,-9.56,-6.71,-2.31,-3.47,-2.08,-2.1,-2.1,-2.68,-2.3,-2.6,-1.47,1.35,-3.46,1.02,-1.18,2.99
194102,-1.47,-1.21,1.05,-0.01,0.83,-2.55,-3.74,-2.29,0.38,-0.69,-4.65,-1.31,-4.72,-2.42,-2.1,-3.01,-1.51,-2.4,-0.23,1.53,-1.29,-0.85,-0.71,-0.69,-1.16,-2.23,-6.09,-0.74,-1.04,0.13,-4.52,-4.01,-2.1,-0.66,-1.92
194103,0.95,0.12,2.95,0.01,2.08,2.39,0.7,-2.68,2,1.39,3.64,2.04,1.76,1.76,1.45,-2.22,-0.52,0.35,-0.77,-1.57,1.45,1.84,-13.31,3.77,-3.26,1.77,0.18,3.02,1.01,2.7,-1.08,1.37,3.03,0.33,-1.27
194104,-5.3,-1.69,3.43,-0.01,3,-4.09,-8.58,-3.85,-3.93,-4.91,-3.91,-1.74,-5.27,-3.78,-8.94,-5.48,-7.47,-7.55,-9.36,-10.47,-6.11,-5.94,2.47,1.45,-9.51,-6.35,1.78,-7.75,-7.38,-2.84,-1.41,-4.33,-1.06,-7.34,-8.74
194105,1.39,-0.83,0.51,0,2.8,-0.91,5.98,-2.92,-4.25,0.45,-1.54,-0.69,-1.48,3.65,2.26,-0.18,6.07,4.5,-0.96,0.47,5.98,2.66,2.82,5.55,-4.58,0.4,-5.09,0.76,-1.51,-1.44,-3.12,2.82,0.69,-2.43,0.49
194106,5.87,1.47,0.66,0,-0.68,4.42,8.55,10.21,9.19,3.08,9.88,6.43,6.76,6.71,5.94,6.3,5.62,5.94,11.87,3.59,5.62,6.59,15.62,5.12,4.06,5.04,3.61,8.18,6.57,3.82,8.05,5.26,4.63,4.24,12.11
